age,workclass,fnlwgt,education,education_num,name,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
41,Private,173858,HS-grad,9,x041537490,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,0
35,Private,193241,Some-college,10,x763453749,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,0
34,Self-emp-not-inc,321709,Assoc-acdm,12,x931871933,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,0
45,State-gov,90803,Some-college,10,x116546158,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
49,Private,184986,HS-grad,9,x849090341,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,187711,HS-grad,9,x432779221,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
17,Private,224073,11th,7,x677212057,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
51,Private,141645,Some-college,10,x042239297,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,0
41,NA,206916,Bachelors,13,x930187138,Married-spouse-absent,NA,Not-in-family,White,Male,0,0,30,United-States,0
17,Private,147339,10th,6,x884695671,Never-married,Prof-specialty,Own-child,Other,Female,0,0,15,United-States,0
20,NA,150084,Some-college,10,x784385925,Never-married,NA,Own-child,White,Male,0,0,25,United-States,0
24,Private,176189,HS-grad,9,x693247053,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
23,NA,296613,Some-college,10,x227678150,Never-married,NA,Own-child,White,Female,0,0,32,United-States,0
45,Private,248993,HS-grad,9,x343467243,Married-spouse-absent,Farming-fishing,Other-relative,Black,Male,0,0,40,United-States,0
26,Private,157617,HS-grad,9,x353001032,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,0
35,Private,73715,11th,7,x427868997,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40,Self-emp-inc,182629,Bachelors,13,x850417337,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
50,Private,410186,HS-grad,9,x937236712,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
26,Private,216010,HS-grad,9,x126853223,Separated,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
46,Self-emp-not-inc,95256,HS-grad,9,x661656791,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
63,Private,440607,Preschool,1,x923266021,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,30,Mexico,0
42,Self-emp-not-inc,217826,HS-grad,9,x526196942,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,25,Jamaica,0
33,State-gov,374905,10th,6,x670350789,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
25,Private,109080,Some-college,10,x704428786,Never-married,Craft-repair,Own-child,White,Male,0,0,55,United-States,0
80,Private,202483,HS-grad,9,x215617952,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,0
57,Private,173090,HS-grad,9,x969167394,Widowed,Sales,Unmarried,White,Female,0,0,32,United-States,0
26,Private,231638,Some-college,10,x711064393,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
38,Private,186934,Some-college,10,x797487138,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
67,Self-emp-inc,116517,Bachelors,13,x685051952,Widowed,Other-service,Unmarried,White,Female,0,0,35,United-States,0
27,Local-gov,151626,HS-grad,9,x569634370,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
34,Private,125279,HS-grad,9,x090468523,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
33,Private,137310,HS-grad,9,x178181012,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,NA,0
25,Private,323229,Bachelors,13,x449650003,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
35,Self-emp-not-inc,230268,Some-college,10,x165889794,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
38,Private,81965,Assoc-voc,11,x860250982,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
32,Federal-gov,115066,HS-grad,9,x122066195,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
58,Private,186385,Doctorate,16,x658466011,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,8,United-States,0
42,NA,32533,Some-college,10,x055087641,Never-married,NA,Not-in-family,White,Male,0,0,45,United-States,0
36,Private,265881,HS-grad,9,x116840796,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
33,Private,106976,HS-grad,9,x160492783,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
22,Private,83315,HS-grad,9,x778003754,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,0
56,Private,274475,9th,5,x585634799,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,0
20,Private,105244,Some-college,10,x067050967,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
43,Private,248094,HS-grad,9,x103553720,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
17,Private,31007,10th,6,x941679742,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
31,Private,241885,HS-grad,9,x872316338,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,0
28,Private,274579,HS-grad,9,x078127732,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
42,Private,196797,HS-grad,9,x409584562,Never-married,Transport-moving,Unmarried,Black,Female,0,0,38,United-States,0
33,Private,188352,Masters,14,x298969252,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,0
58,Local-gov,292379,Bachelors,13,x319177502,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
55,Self-emp-not-inc,126117,HS-grad,9,x070908802,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,0
59,Private,171015,Some-college,10,x636482871,Never-married,Adm-clerical,Own-child,White,Female,0,0,34,United-States,0
60,NA,163946,9th,5,x925113343,Married-civ-spouse,NA,Husband,White,Male,0,0,40,United-States,0
20,Private,34446,HS-grad,9,x113861381,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
18,NA,184416,10th,6,x256546459,Never-married,NA,Own-child,Black,Male,0,0,30,United-States,0
57,State-gov,111224,Bachelors,13,x809260462,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,39,United-States,0
22,State-gov,309348,Some-college,10,x670911381,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,0
40,Private,286750,11th,7,x263463322,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,36,United-States,0
27,Private,192936,HS-grad,9,x396420283,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
35,Private,179579,HS-grad,9,x794137595,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
32,Local-gov,40444,Masters,14,x380236503,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
28,Private,339372,Some-college,10,x901594354,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
22,Private,139190,HS-grad,9,x489742001,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,0
31,Private,90668,10th,6,x519151902,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
23,Private,283796,12th,8,x178149029,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,30,Mexico,0
33,Private,176673,HS-grad,9,x616403852,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
36,Local-gov,197495,Bachelors,13,x496002818,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0
43,Private,178976,HS-grad,9,x094494547,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
30,Private,158200,Prof-school,15,x239094702,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,NA,0
22,Private,88126,Bachelors,13,x108149440,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
61,Private,167138,HS-grad,9,x326639297,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
31,Self-emp-not-inc,176862,Some-college,10,x845514967,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
32,Federal-gov,97614,Some-college,10,x605737758,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
46,Private,405309,HS-grad,9,x353534448,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
33,Private,283921,Some-college,10,x408552507,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
47,Self-emp-not-inc,102583,Bachelors,13,x694524979,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,0
37,Private,305259,Assoc-acdm,12,x889026787,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,0
61,Self-emp-not-inc,92178,11th,7,x657238996,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
48,Private,192791,HS-grad,9,x910239404,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
18,Private,334026,11th,7,x070393558,Never-married,Craft-repair,Own-child,White,Male,0,0,25,United-States,0
47,Private,270079,7th-8th,4,x218672278,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19,Private,194905,Some-college,10,x004426176,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,0
27,Private,47907,Bachelors,13,x085371245,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,0
30,Private,100734,Bachelors,13,x521353537,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,United-States,0
18,Private,137363,12th,8,x124852656,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
41,Private,172307,9th,5,x992257865,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
29,Private,46987,HS-grad,9,x782508595,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,0
54,Private,175262,7th-8th,4,x534336258,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
22,NA,110622,Bachelors,13,x378634434,Never-married,NA,Own-child,Asian-Pac-Islander,Female,0,0,15,Taiwan,0
77,NA,174887,Some-college,10,x471128362,Married-civ-spouse,NA,Husband,White,Male,0,0,6,United-States,0
49,Private,157272,HS-grad,9,x203259317,Separated,Sales,Unmarried,White,Male,0,0,50,United-States,0
28,Private,190391,Bachelors,13,x687517460,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
62,State-gov,162678,Bachelors,13,x491331907,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
62,Private,167652,Assoc-voc,11,x067604288,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,196678,Preschool,1,x395267037,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,0
35,Private,187711,HS-grad,9,x187847077,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
32,Self-emp-not-inc,180303,Bachelors,13,x940108328,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,47,Iran,0
46,Private,152249,HS-grad,9,x542298117,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,35,Mexico,0
38,Self-emp-inc,141584,HS-grad,9,x170006837,Divorced,Sales,Unmarried,White,Male,0,0,55,United-States,0
33,Private,223212,HS-grad,9,x705984067,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
20,Private,107658,Some-college,10,x758737360,Never-married,Tech-support,Not-in-family,White,Female,0,0,10,Canada,0
35,Private,93034,HS-grad,9,x249189888,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia,0
39,Private,366757,HS-grad,9,x695685748,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
34,Local-gov,175856,Some-college,10,x916324526,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
25,Self-emp-not-inc,113948,Assoc-voc,11,x023841382,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,0
31,Private,80511,Assoc-acdm,12,x543055436,Divorced,Tech-support,Not-in-family,White,Female,0,0,44,United-States,0
19,Private,248749,Some-college,10,x819612683,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
43,Private,281138,HS-grad,9,x219327067,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
55,Private,129762,HS-grad,9,x079756023,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
71,NA,45801,HS-grad,9,x179641382,Married-civ-spouse,NA,Husband,White,Male,0,0,70,United-States,0
46,Private,125492,Bachelors,13,x305405752,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
29,Private,238680,Some-college,10,x078132867,Never-married,Sales,Not-in-family,Black,Male,0,0,55,Outlying-US(Guam-USVI-etc),0
55,Private,76860,HS-grad,9,x128083822,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,0
32,NA,256371,12th,8,x752969388,Never-married,NA,Own-child,Black,Female,0,0,40,United-States,0
25,Private,108542,Bachelors,13,x711345682,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,United-States,0
37,Private,172232,HS-grad,9,x503602841,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,United-States,0
42,Private,109067,Bachelors,13,x455741206,Separated,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
38,Private,229236,HS-grad,9,x510517557,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,Puerto-Rico,0
39,Private,36376,Some-college,10,x304622165,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
60,Private,210064,HS-grad,9,x116256368,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
37,Private,179088,Some-college,10,x005277852,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
25,Private,137367,Bachelors,13,x779227564,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,44,Philippines,0
30,Private,100734,Some-college,10,x070831985,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
34,Private,226385,Masters,14,x224958313,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0
25,Private,570821,Some-college,10,x707859789,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
41,Self-emp-not-inc,26598,HS-grad,9,x809077211,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
39,Private,183892,HS-grad,9,x738199638,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
56,Private,190257,7th-8th,4,x419980705,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
21,Private,188923,Some-college,10,x103806496,Never-married,Sales,Own-child,White,Female,0,0,55,United-States,0
19,Private,44797,Some-college,10,x674620773,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,15,United-States,0
33,Private,280923,7th-8th,4,x545849122,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0
25,Private,195481,HS-grad,9,x069390664,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,0
36,State-gov,170861,HS-grad,9,x441634469,Separated,Other-service,Own-child,White,Female,0,0,32,United-States,0
22,Private,416356,Some-college,10,x796783976,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
22,NA,24008,Some-college,10,x692000096,Never-married,NA,Own-child,White,Male,0,0,72,United-States,0
20,Private,116830,HS-grad,9,x780041491,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
20,Private,181761,HS-grad,9,x769775747,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
44,Private,19914,HS-grad,9,x551411333,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,50,Philippines,0
70,Private,221603,Some-college,10,x720086248,Widowed,Sales,Not-in-family,White,Female,0,0,34,United-States,0
43,Private,152159,Bachelors,13,x226298863,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
72,Self-emp-not-inc,284120,Some-college,10,x381037931,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
28,Private,239130,Some-college,10,x671241844,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
21,Private,242912,HS-grad,9,x105322709,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States,0
28,Private,210945,Assoc-acdm,12,x148222497,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,35,Haiti,0
48,Private,155509,Some-college,10,x408295584,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,0
30,Private,171889,Prof-school,15,x050682567,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,0
19,NA,61855,HS-grad,9,x255162922,Never-married,NA,Other-relative,White,Female,0,0,30,United-States,0
18,Private,137363,HS-grad,9,x365855024,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
52,Self-emp-not-inc,199265,HS-grad,9,x788885424,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
66,NA,186030,7th-8th,4,x585097280,Married-civ-spouse,NA,Husband,White,Male,0,0,32,United-States,0
44,Private,167725,HS-grad,9,x477812377,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,0
49,Self-emp-not-inc,102318,Assoc-acdm,12,x332532281,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,0
33,Private,124052,HS-grad,9,x430903072,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
39,Self-emp-not-inc,178948,HS-grad,9,x311576476,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,50,United-States,0
20,Private,278155,Some-college,10,x949475617,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
